RSSI,latency var.,TIMESTAMP,Predicted Drops
-94.0,3396.0,22.735657999997784,0
-103.0,3345.0,23.017754000000423,0
-95.0,3260.0,23.338869999999588,0
-103.0,3219.0,23.62432799999806,0
-93.0,3195.0,23.942494000002625,0
-104.0,3187.0,24.254947000001263,0
-97.0,3109.0,24.59371800000372,0
-97.0,3105.0,24.90710499999841,0
-100.0,3091.0,25.22494000000006,0
-94.0,2977.0,25.572605000001204,0
-103.0,2904.0,25.825346999998143,0
-93.0,2867.0,26.131092000003264,0
-102.0,2844.0,26.42473500000051,0
-91.0,2742.0,26.74525100000028,0
-101.0,2711.0,27.101753000002645,0
-100.0,2672.0,27.447927000001076,0
-94.0,2670.0,27.75724199999968,0
-102.0,2666.0,28.045122000003172,0
-95.0,2634.0,28.331169999997652,0
-102.0,2618.0,28.626837000003437,0
-94.0,2628.0,28.953075999997964,0
-103.0,2629.0,29.24710800000321,0
-94.0,2554.0,29.56724899999972,0
-101.0,2538.0,29.87759200000437,0
-100.0,2534.0,30.200643000003765,0
-101.0,2553.0,30.432478000002448,0
-96.0,2523.0,30.782397000002675,0
-98.0,2503.0,31.07364799999777,0
-103.0,2474.0,31.384988999998317,0
-96.0,2533.0,31.69261099999858,0
-102.0,2617.0,31.975333000002134,0
-95.0,2647.0,32.393630999999004,0
-102.0,2709.0,32.77670200000284,0
-104.0,2748.0,33.127300000000105,0
-93.0,2689.0,33.45279799999844,0
-104.0,2687.0,33.76957000000402,0
-93.0,2690.0,34.04315199999837,0
-104.0,2694.0,34.3011719999995,0
-95.0,2576.0,34.65656100000342,0
-101.0,2597.0,34.982076000000234,0
-101.0,2643.0,35.301628000001074,0
-98.0,2662.0,35.63144000000466,0
-103.0,2694.0,35.897947999998,0
-95.0,2707.0,36.18898300000001,0
-103.0,2729.0,36.52097199999844,0
-93.0,2696.0,36.82232400000066,0
-104.0,2701.0,37.115230000003066,0
-98.0,2657.0,37.47424899999896,0
-99.0,2694.0,37.78111200000421,0
-101.0,2711.0,38.10170099999959,0
-97.0,2652.0,38.38307999999961,0
-103.0,2588.0,38.70597999999882,0
-93.0,2605.0,39.029003000003286,0
-104.0,2627.0,39.34475000000384,0
-95.0,2550.0,39.61054300000251,0
-103.0,2530.0,39.88452800000232,0
-99.0,2557.0,40.274499999999534,0
-101.0,2575.0,40.559736000002886,0
-100.0,2530.0,40.88530800000444,0
-100.0,2526.0,41.13065600000118,0
-101.0,2528.0,41.45212800000445,0
-97.0,2543.0,41.78027400000428,0
-102.0,2573.0,42.09477200000401,0
-95.0,2574.0,42.49401400000352,0
-104.0,2655.0,42.88556300000346,0
-103.0,2700.0,43.17654400000174,0
-94.0,2607.0,43.481823000001896,0
-103.0,2516.0,43.81636399999843,0
-94.0,2447.0,44.14046600000438,0
-104.0,2442.0,44.43704799999978,0
-99.0,2393.0,44.767094000002544,0
-100.0,2426.0,45.06912500000181,0
-99.0,2447.0,45.32397599999968,0
-100.0,2466.0,45.61518300000171,0
-101.0,2447.0,45.931893000000855,0
-96.0,2474.0,46.28424400000222,0
-104.0,2522.0,46.547811000004,0
-93.0,2566.0,46.852624999999534,0
-104.0,2601.0,47.15689399999974,0
-93.0,2493.0,47.4644380000027,0
-105.0,2440.0,47.78244600000471,0
-100.0,2425.0,48.161104999999225,0
-96.0,2480.0,48.529888000004576,0
-103.0,2536.0,48.83147000000463,0
-95.0,2531.0,49.150023000001966,0
-103.0,2549.0,49.47057299999869,0
-97.0,2531.0,49.775581000001694,0
-102.0,2524.0,50.06101299999864,0
-103.0,2482.0,50.42882500000269,0
-95.0,2456.0,50.7529760000034,0
-104.0,2447.0,51.05040600000211,0
-97.0,2406.0,51.44907200000307,0
-102.0,2415.0,51.77738400000089,0
-99.0,2401.0,52.054221999998845,0
-99.0,2381.0,52.37239599999885,0
-100.0,2344.0,52.64628700000321,0
-98.0,2378.0,52.97101300000213,0
-100.0,2425.0,53.28511199999775,0
-91.0,2422.0,53.6165370000017,0
-104.0,2433.0,53.90578200000164,0
-93.0,2382.0,54.22592299999815,0
-102.0,2432.0,54.59384500000306,0
-101.0,2475.0,54.89725000000181,0
-95.0,2468.0,55.262651999997615,0
-104.0,2534.0,55.64994899999874,0
-97.0,2602.0,55.955644000001485,0
-99.0,2623.0,56.31119300000137,0
-102.0,2564.0,56.59261200000037,0
-97.0,2591.0,56.92071399999986,0
-104.0,2614.0,57.207437000004575,0
-93.0,2537.0,57.519859,0
-105.0,2497.0,57.84148699999787,0
-96.0,2476.0,58.16825600000448,0
-101.0,2520.0,58.41287700000248,0
-96.0,2551.0,58.698528000000806,0
-102.0,2580.0,58.97474499999953,0
-97.0,2536.0,59.3163429999986,0
-100.0,2524.0,59.585628000000725,0
-99.0,2496.0,59.87355000000389,0
-101.0,2551.0,60.193350000001374,0
-101.0,2595.0,60.4730120000022,0
-94.0,2602.0,60.83899499999825,0
-103.0,2600.0,61.06376399999863,0
-94.0,2518.0,61.39615400000184,0
-105.0,2499.0,61.68222899999819,0
-94.0,2514.0,62.01790600000095,0
-104.0,2561.0,62.32417700000224,0
-102.0,2532.0,62.72578100000101,0
-104.0,2525.0,63.01612100000057,0
-101.0,2516.0,63.33023800000228,0
-91.0,2566.0,63.6971210000047,0
-103.0,2594.0,64.00774000000092,0
-96.0,2556.0,64.31501600000047,0
-99.0,2589.0,64.6347969999988,0
-100.0,2606.0,64.91728600000351,0
-102.0,2551.0,65.2485119999983,0
-103.0,2500.0,65.54469200000312,0
-99.0,2589.0,65.84481400000368,0
-103.0,2682.0,66.1401079999996,0
-91.0,2646.0,66.46421900000132,0
-103.0,2650.0,66.75327300000208,0
-95.0,2718.0,67.10461899999791,0
-104.0,2760.0,67.42256900000211,0
-99.0,2674.0,67.76788400000078,0
-98.0,2625.0,68.05378600000404,0
-102.0,2603.0,68.33589400000346,0
-96.0,2573.0,68.665992000002,0
-103.0,2556.0,68.95224600000074,0
-93.0,2504.0,69.27945400000317,0
-102.0,2494.0,69.59653500000422,0
-97.0,2440.0,69.93541299999924,0
-100.0,2422.0,70.27799700000469,0
-99.0,2374.0,70.55266300000221,0
-98.0,2352.0,70.89739199999894,0
-104.0,2348.0,71.19540499999857,0
-93.0,2389.0,71.51802999999927,0
-103.0,2438.0,71.80936099999963,0
-96.0,2426.0,72.11160699999891,0
-102.0,2508.0,72.44518100000278,0
-99.0,2566.0,72.78931400000147,0
